ID,Class,Order,Family,Genus,Species,Genus_and_species_,Genus_and_species,rmouillot,rnickwio,rmorais,rbrandl,rhalpern,ryeager,rnewman,rrls,randraldi,rwyatt,rhonorio,rclark,rharvey,rilarri,rmendes,rparrish,rpastro,rrodriguez,ralvarez,rbertoncini,rjohnson,rkattan,rleal,rpaula,rpereira,rramos,rrosa,rwilliams,runsworth,rsiquiera
1377,Actinopterygii (ray-finned fishes),Perciformes,Ptereleotridae,Parioglossus,rainfordi,Parioglossus_rainfordi,Parioglossus rainfordi,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1378,Actinopterygii (ray-finned fishes),Perciformes,Sparidae,Diplodus,puntazzo,Diplodus_puntazzo,Diplodus puntazzo,O,NA,O,NA,O,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O
1379,Actinopterygii (ray-finned fishes),Elopiformes,Elopidae,Elops,saurus,Elops_saurus,Elops saurus,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1380,Actinopterygii (ray-finned fishes),Perciformes,Echeneidae,Remora,remora,Remora_remora,Remora remora,I,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
1381,Actinopterygii (ray-finned fishes),Perciformes,Sparidae,Diplodus,annularis,Diplodus_annularis,Diplodus annularis,I,NA,I,NA,O,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
1382,Actinopterygii (ray-finned fishes),Perciformes,Sparidae,Diplodus,sargus sargus,Diplodus_sargus sargus,Diplodus sargus sargus,I,NA,I,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1383,Actinopterygii (ray-finned fishes),Perciformes,Sparidae,Diplodus,vulgaris,Diplodus_vulgaris,Diplodus vulgaris,I,NA,I,NA,O,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,O
1384,Actinopterygii (ray-finned fishes),Perciformes,Sparidae,Pagrus,pagrus,Pagrus_pagrus,Pagrus pagrus,I,NA,I,NA,I,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
1385,Actinopterygii (ray-finned fishes),Scorpaeniformes,Scorpaenidae,Scorpaena,porcus,Scorpaena_porcus,Scorpaena porcus,P,NA,P,NA,I,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1386,Actinopterygii (ray-finned fishes),Scorpaeniformes,Scorpaenidae,Scorpaena,scrofa,Scorpaena_scrofa,Scorpaena scrofa,P,NA,P,NA,I,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1387,Actinopterygii (ray-finned fishes),Perciformes,Lutjanidae,Lutjanus,russellii,Lutjanus_russellii,Lutjanus russelli,P,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1388,Actinopterygii (ray-finned fishes),Scorpaeniformes,Scorpaenidae,Scorpaena,notata,Scorpaena_notata,Scorpaena notata,I,NA,I,NA,I,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1389,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Serranus,scriba,Serranus_scriba,Serranus scriba,I,NA,I,NA,I,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1390,Actinopterygii (ray-finned fishes),Perciformes,Sphyraenidae,Sphyraena,sphyraena,Sphyraena_sphyraena,Sphyraena sphyraena,P,NA,P,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391,Actinopterygii (ray-finned fishes),Perciformes,Lutjanidae,Lutjanus,sanguineus,Lutjanus_sanguineus,Lutjanus sanguineus,P,NA,P,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1392,Actinopterygii (ray-finned fishes),Syngnathiformes,Syngnathidae,Syngnathus,acus,Syngnathus_acus,Syngnathus acus,I,NA,NA,NA,I,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
1393,Actinopterygii (ray-finned fishes),Aulopiformes,Synodontidae,Synodus,saurus,Synodus_saurus,Synodus saurus,P,NA,NA,NA,P,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1394,Actinopterygii (ray-finned fishes),Perciformes,Carangidae,Trachinotus,ovatus,Trachinotus_ovatus,Trachinotus ovatus,I,NA,NA,NA,I,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1395,Actinopterygii (ray-finned fishes),Perciformes,Lutjanidae,Lutjanus,sebae,Lutjanus_sebae,Lutjanus sebae,P,NA,P,NA,NA,NA,NA,P,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1396,Actinopterygii (ray-finned fishes),Perciformes,Callanthiidae,Callanthias,ruber,Callanthias_ruber,Callanthias ruber,I,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1397,Actinopterygii (ray-finned fishes),Gymnotiformes,Sternopygidae,Carapus,acus,Carapus_acus,Carapus acus,I,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1398,Actinopterygii (ray-finned fishes),Perciformes,Lutjanidae,Lutjanus,semicinctus,Lutjanus_semicinctus,Lutjanus semicinctus,P,NA,NA,P,NA,I,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1399,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Lesueurigobius,suerii,Lesueurigobius_suerii,Lesueurigobius suerii,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
1400,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Epinephelus,striatus,Epinephelus_striatus,Epinephelus striatus,I,NA,I,NA,P,NA,P,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1401,Actinopterygii (ray-finned fishes),Perciformes,Lutjanidae,Lutjanus,stellatus,Lutjanus_stellatus,Lutjanus stellatus,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1402,Actinopterygii (ray-finned fishes),Perciformes,Acanthuridae,Acanthurus,monroviae,Acanthurus_monroviae,Acanthurus monroviae,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H
1403,Actinopterygii (ray-finned fishes),Syngnathiformes,Syngnathidae,Hippocampus,hippocampus,Hippocampus_hippocampus,Hippocampus hippocampus,I,NA,NA,NA,I,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK
1404,Actinopterygii (ray-finned fishes),Syngnathiformes,Syngnathidae,Hippocampus,guttulatus,Hippocampus_guttulatus,Hippocampus guttulatus,I,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK
1405,Actinopterygii (ray-finned fishes),Perciformes,Lutjanidae,Lutjanus,synagris,Lutjanus_synagris,Lutjanus synagris,I,NA,I,NA,P,NA,P,P,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,I,NA,NA
1406,Actinopterygii (ray-finned fishes),Perciformes,Lutjanidae,Lutjanus,timorensis,Lutjanus_timorensis,Lutjanus timorensis,I,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1407,Actinopterygii (ray-finned fishes),Perciformes,Lutjanidae,Lutjanus,viridis,Lutjanus_viridis,Lutjanus viridis,P,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1408,Actinopterygii (ray-finned fishes),Perciformes,Lethrinidae,Gnathodentex,aureolineatus,Gnathodentex_aureolineatus,Gnathodentex aureolineatus,I,NA,NA,I,NA,I,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA
1409,Actinopterygii (ray-finned fishes),Perciformes,Lethrinidae,Gymnocranius,griseus,Gymnocranius_griseus,Gymnocranius griseus,I,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1410,Actinopterygii (ray-finned fishes),Perciformes,Lethrinidae,Gymnocranius,grandoculis,Gymnocranius_grandoculis,Gymnocranius grandoculis,I,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1411,Actinopterygii (ray-finned fishes),Perciformes,Lethrinidae,Gymnocranius,audleyi,Gymnocranius_audleyi,Gymnocranius audleyi,I,NA,I,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1412,Actinopterygii (ray-finned fishes),Perciformes,Lethrinidae,Gymnocranius,euanus,Gymnocranius_euanus,Gymnocranius euanus,I,NA,I,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1413,Actinopterygii (ray-finned fishes),Perciformes,Lethrinidae,Gymnocranius,frenatus,Gymnocranius_frenatus,Gymnocranius frenatus,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1414,Actinopterygii (ray-finned fishes),Perciformes,Lethrinidae,Gymnocranius,microdon,Gymnocranius_microdon,Gymnocranius microdon,I,NA,NA,I,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1415,Actinopterygii (ray-finned fishes),Perciformes,Lutjanidae,Lutjanus,vitta,Lutjanus_vitta,Lutjanus vitta,P,NA,P,I,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1416,Actinopterygii (ray-finned fishes),Perciformes,Lethrinidae,Lethrinus,crocineus,Lethrinus_crocineus,Lethrinus crocineus,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1417,Actinopterygii (ray-finned fishes),Perciformes,Lethrinidae,Lethrinus,erythropterus,Lethrinus_erythropterus,Lethrinus erythropterus,I,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1418,Actinopterygii (ray-finned fishes),Perciformes,Lethrinidae,Lethrinus,mahsena,Lethrinus_mahsena,Lethrinus mahsena,I,P,I,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1419,Actinopterygii (ray-finned fishes),Perciformes,Lethrinidae,Lethrinus,borbonicus,Lethrinus_borbonicus,Lethrinus borbonicus,I,NA,I,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1420,Actinopterygii (ray-finned fishes),Perciformes,Lethrinidae,Lethrinus,microdon,Lethrinus_microdon,Lethrinus microdon,P,NA,P,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1421,Actinopterygii (ray-finned fishes),Perciformes,Lethrinidae,Lethrinus,nebulosus,Lethrinus_nebulosus,Lethrinus nebulosus,I,P,I,P,NA,NA,NA,I,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1422,Actinopterygii (ray-finned fishes),Perciformes,Lethrinidae,Lethrinus,obsoletus,Lethrinus_obsoletus,Lethrinus obsoletus,I,P,I,I,NA,I,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1423,Actinopterygii (ray-finned fishes),Perciformes,Lethrinidae,Lethrinus,rubrioperculatus,Lethrinus_rubrioperculatus,Lethrinus rubrioperculatus,I,P,I,P,NA,P,NA,I,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1424,Actinopterygii (ray-finned fishes),Perciformes,Lethrinidae,Lethrinus,semicinctus,Lethrinus_semicinctus,Lethrinus semicinctus,I,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1425,Actinopterygii (ray-finned fishes),Perciformes,Lethrinidae,Lethrinus,variegatus,Lethrinus_variegatus,Lethrinus variegatus,I,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA
1426,Actinopterygii (ray-finned fishes),Perciformes,Lethrinidae,Lethrinus,harak,Lethrinus_harak,Lethrinus harak,I,P,I,P,NA,I,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1427,Actinopterygii (ray-finned fishes),Perciformes,Lethrinidae,Lethrinus,xanthochilus,Lethrinus_xanthochilus,Lethrinus xanthochilus,I,NA,I,NA,NA,I,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1428,Actinopterygii (ray-finned fishes),Perciformes,Lethrinidae,Lethrinus,amboinensis,Lethrinus_amboinensis,Lethrinus amboinensis,I,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1429,Actinopterygii (ray-finned fishes),Perciformes,Lethrinidae,Lethrinus,atkinsoni,Lethrinus_atkinsoni,Lethrinus atkinsoni,I,NA,I,P,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1430,Actinopterygii (ray-finned fishes),Perciformes,Lethrinidae,Lethrinus,enigmaticus,Lethrinus_enigmaticus,Lethrinus enigmaticus,I,P,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1431,Actinopterygii (ray-finned fishes),Perciformes,Lethrinidae,Lethrinus,haematopterus,Lethrinus_haematopterus,Lethrinus haematopterus,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1432,Actinopterygii (ray-finned fishes),Perciformes,Lethrinidae,Lethrinus,laticaudis,Lethrinus_laticaudis,Lethrinus laticaudis,I,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1433,Actinopterygii (ray-finned fishes),Perciformes,Lethrinidae,Lethrinus,miniatus,Lethrinus_miniatus,Lethrinus miniatus,P,NA,P,NA,NA,NA,NA,P,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1434,Actinopterygii (ray-finned fishes),Perciformes,Lethrinidae,Lethrinus,reticulatus,Lethrinus_reticulatus,Lethrinus reticulatus,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1435,Actinopterygii (ray-finned fishes),Perciformes,Lutjanidae,Macolor,macularis,Macolor_macularis,Macolor macularis,PK,NA,NA,NA,NA,PK,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK
1436,Actinopterygii (ray-finned fishes),Perciformes,Lethrinidae,Lethrinus,erythracanthus,Lethrinus_erythracanthus,Lethrinus erythracanthus,I,NA,I,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1437,Actinopterygii (ray-finned fishes),Perciformes,Lethrinidae,Lethrinus,lentjan,Lethrinus_lentjan,Lethrinus lentjan,I,P,I,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1438,Actinopterygii (ray-finned fishes),Perciformes,Lethrinidae,Lethrinus,olivaceus,Lethrinus_olivaceus,Lethrinus olivaceus,P,P,P,P,NA,I,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1439,Actinopterygii (ray-finned fishes),Perciformes,Lethrinidae,Lethrinus,genivittatus,Lethrinus_genivittatus,Lethrinus genivittatus,I,NA,I,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1440,Actinopterygii (ray-finned fishes),Perciformes,Lethrinidae,Lethrinus,ornatus,Lethrinus_ornatus,Lethrinus ornatus,I,NA,I,P,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1441,Actinopterygii (ray-finned fishes),Perciformes,Lethrinidae,Lethrinus,atlanticus,Lethrinus_atlanticus,Lethrinus atlanticus,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1442,Actinopterygii (ray-finned fishes),Perciformes,Lethrinidae,Lethrinus,conchyliatus,Lethrinus_conchyliatus,Lethrinus conchyliatus,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1443,Actinopterygii (ray-finned fishes),Perciformes,Lethrinidae,Monotaxis,grandoculis,Monotaxis_grandoculis,Monotaxis grandoculis,I,I,NA,I,NA,I,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,I,NA,NA,NA,NA,NA,NA,NA,NA
1444,Actinopterygii (ray-finned fishes),Perciformes,Lutjanidae,Macolor,niger,Macolor_niger,Macolor niger,PK,P,NA,NA,NA,PK,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA
1445,Actinopterygii (ray-finned fishes),Perciformes,Lutjanidae,Ocyurus,chrysurus,Ocyurus_chrysurus,Ocyurus chrysurus,I,NA,I,NA,P,NA,P,I,NA,NA,NA,P,NA,I,NA,NA,NA,NA,I,NA,NA,NA,P,P,NA,NA,NA,PK,NA,PK
1446,Actinopterygii (ray-finned fishes),Gadiformes,Phycidae,Urophycis,earllii,Urophycis_earllii,Urophycis earllii,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1447,Actinopterygii (ray-finned fishes),Perciformes,Caesionidae,Pterocaesio,trilineata,Pterocaesio_trilineata,Pterocaesio trilineata,PK,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK
1448,Actinopterygii (ray-finned fishes),Perciformes,Carangidae,Pantolabus,radiatus,Pantolabus_radiatus,Pantolabus radiatus,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1449,Actinopterygii (ray-finned fishes),Perciformes,Carangidae,Alectis,alexandrinus,Alectis_alexandrinus,Alectis alexandrinus,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1450,Actinopterygii (ray-finned fishes),Perciformes,Carangidae,Alepes,djedaba,Alepes_djedaba,Alepes djedaba,PK,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1451,Actinopterygii (ray-finned fishes),Perciformes,Carangidae,Atule,mate,Atule_mate,Atule mate,I,NA,I,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1452,Actinopterygii (ray-finned fishes),Perciformes,Carangidae,Caranx,ignobilis,Caranx_ignobilis,Caranx ignobilis,P,NA,P,NA,NA,P,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1453,Actinopterygii (ray-finned fishes),Perciformes,Carangidae,Caranx,bucculentus,Caranx_bucculentus,Caranx bucculentus,P,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1454,Actinopterygii (ray-finned fishes),Perciformes,Carangidae,Caranx,senegallus,Caranx_senegallus,Caranx senegallus,P,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1455,Actinopterygii (ray-finned fishes),Perciformes,Carangidae,Caranx,heberi,Caranx_heberi,Caranx heberi,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1456,Actinopterygii (ray-finned fishes),Perciformes,Carangidae,Caranx,rhonchus,Caranx_rhonchus,Caranx rhonchus,P,NA,P,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1457,Actinopterygii (ray-finned fishes),Tetraodontiformes,Balistidae,Balistes,vetula,Balistes_vetula,Balistes vetula,I,NA,I,NA,I,NA,I,I,NA,NA,I,NA,NA,NA,NA,NA,NA,I,I,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,I
1458,Actinopterygii (ray-finned fishes),Perciformes,Carangidae,Caranx,caballus,Caranx_caballus,Caranx caballus,P,NA,P,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1459,Actinopterygii (ray-finned fishes),Perciformes,Carangidae,Alepes,kleinii,Alepes_kleinii,Alepes kleinii,PK,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK
1460,Actinopterygii (ray-finned fishes),Perciformes,Carangidae,Carangoides,gymnostethus,Carangoides_gymnostethus,Carangoides gymnostethus,P,NA,NA,NA,P,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1461,Actinopterygii (ray-finned fishes),Perciformes,Carangidae,Caranx,melampygus,Caranx_melampygus,Caranx melampygus,P,NA,P,NA,NA,P,NA,P,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA
1462,Actinopterygii (ray-finned fishes),Perciformes,Carangidae,Carangoides,hedlandensis,Carangoides_hedlandensis,Carangoides hedlandensis,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1463,Actinopterygii (ray-finned fishes),Perciformes,Carangidae,Carangoides,oblongus,Carangoides_oblongus,Carangoides oblongus,P,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1464,Actinopterygii (ray-finned fishes),Perciformes,Carangidae,Carangoides,orthogrammus,Carangoides_orthogrammus,Carangoides orthogrammus,P,NA,NA,NA,NA,I,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1465,Actinopterygii (ray-finned fishes),Perciformes,Carangidae,Carangoides,plagiotaenia,Carangoides_plagiotaenia,Carangoides plagiotaenia,P,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
