ID,Class,Order,Family,Genus,Species,Genus_and_species,Gaspar,Nick_WIO,Morais,Brandl,Nick_Pacific,Halpern,Yeager,Newman,Rangel,Nagelkerken,RLS,rgaspar,rnickwio,rmorais,rbrandl,rhalpern,ryeager,rnewman,rrls
6027,Actinopterygii (ray-finned fishes),Anguilliformes,Muraenidae,Anarchias,euryurus,Anarchias euryurus,IM,NA,NA,NA,NA,MCAR,NA,NA,NA,NA,NA,I,NA,NA,NA,P,NA,NA,NA
6028,Actinopterygii (ray-finned fishes),Anguilliformes,Muraenidae,Echidna,peli,Echidna peli,IM,NA,NA,NA,NA,MCAR,NA,NA,NA,NA,NA,I,NA,NA,NA,P,NA,NA,NA
6029,Actinopterygii (ray-finned fishes),Anguilliformes,Muraenidae,Gymnothorax,afer,Gymnothorax afer,FC,NA,NA,NA,NA,MCAR,NA,NA,NA,NA,NA,P,NA,NA,NA,P,NA,NA,NA
6030,Actinopterygii (ray-finned fishes),Anguilliformes,Muraenidae,Gymnothorax,mareei,Gymnothorax mareei,IM,NA,NA,NA,NA,MCAR,NA,NA,NA,NA,NA,I,NA,NA,NA,P,NA,NA,NA
6031,Actinopterygii (ray-finned fishes),Anguilliformes,Muraenidae,Gymnothorax,polygonius,Gymnothorax polygonius,IM,NA,NA,NA,NA,MCAR,NA,NA,NA,NA,NA,I,NA,NA,NA,P,NA,NA,NA
6032,Actinopterygii (ray-finned fishes),Anguilliformes,Muraenidae,Monopenchelys,acuta,Monopenchelys acuta,IM,NA,NA,NA,NA,MCAR,NA,NA,NA,NA,NA,I,NA,NA,NA,P,NA,NA,NA
6033,Actinopterygii (ray-finned fishes),Anguilliformes,Muraenidae,Muraena,melanotis,Muraena melanotis,FC,NA,NA,NA,NA,MCAR,NA,NA,NA,NA,NA,P,NA,NA,NA,P,NA,NA,NA
6034,Actinopterygii (ray-finned fishes),Beryciformes,Holocentridae,Sargocentron,hastatum,Sargocentron hastatum,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
6035,Actinopterygii (ray-finned fishes),Anguilliformes,Congridae,Heteroconger,longissimus,Heteroconger longissimus,PK,NA,NA,NA,NA,DPLA,NA,NA,NA,NA,#REF!,PK,NA,NA,NA,PK,NA,NA,PK
6036,Actinopterygii (ray-finned fishes),Anguilliformes,Ophichthidae,Myrichthys,pardalis,Myrichthys pardalis,IM,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,I,NA,NA,NA,I,NA,NA,NA
6037,Actinopterygii (ray-finned fishes),Anguilliformes,Ophichthidae,Ophichthus,regius,Ophichthus regius,FC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA
6038,Actinopterygii (ray-finned fishes),Zeiformes,Oreosomatidae,Allocyttus,verrucosus,Allocyttus verrucosus,FC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA
6039,Actinopterygii (ray-finned fishes),Syngnathiformes,Aulostomidae,Aulostomus,strigosus,Aulostomus strigosus,FC,NA,NA,NA,NA,PISC,NA,NA,NA,NA,#REF!,P,NA,NA,NA,P,NA,NA,P
6040,Actinopterygii (ray-finned fishes),Perciformes,Caesionidae,Caesio,caerulaurea,Caesio caerulaurea,PK,NA,NA,NA,NA,MINV,NA,NA,NA,NA,#REF!,PK,NA,NA,NA,I,NA,NA,PK
6041,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Dermatolepis,dermatolepis,Dermatolepis dermatolepis,FC,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,P,NA,NA,NA,NA,NA,NA,P
6042,Actinopterygii (ray-finned fishes),Perciformes,Caesionidae,Caesio,cuning,Caesio cuning,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,NA,NA,PK
6043,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Pomatoschistus,marmoratus,Pomatoschistus marmoratus,IM,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,I,NA,NA,NA,I,NA,NA,NA
6044,Actinopterygii (ray-finned fishes),Gobiesociformes,Gobiesocidae,Apletodon,dentatus dentatus,Apletodon dentatus dentatus,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
6045,Actinopterygii (ray-finned fishes),Scorpaeniformes,Triglidae,Chelidonichthys,obscurus,Chelidonichthys obscurus,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
6046,Actinopterygii (ray-finned fishes),Tetraodontiformes,Ostraciidae,Acanthostracion,quadricornis,Acanthostracion quadricornis,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,I
6047,Actinopterygii (ray-finned fishes),Perciformes,Caesionidae,Caesio,lunaris,Caesio lunaris,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,NA,NA,PK
6048,Actinopterygii (ray-finned fishes),Perciformes,Blenniidae,Lipophrys,pholis,Lipophrys pholis,OM,NA,Mobile invertebrate feeder,NA,NA,NA,NA,NA,NA,NA,#REF!,O,NA,I,NA,NA,NA,NA,H
6049,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Cephalopholis,nigri,Cephalopholis nigri,IM,NA,NA,NA,NA,MCAR,NA,NA,NA,NA,NA,I,NA,NA,NA,P,NA,NA,NA
6050,Actinopterygii (ray-finned fishes),Ophidiiformes,Carapidae,Encheliophis,gracilis,Encheliophis gracilis,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA
6051,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Epinephelus,acanthistius,Epinephelus acanthistius,FC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA
6052,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Amphiprion,latezonatus,Amphiprion latezonatus,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,NA,NA,O
6053,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Amphiprion,leucokranos,Amphiprion leucokranos,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,NA,NA,H
6054,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Amphiprion,mccullochi,Amphiprion mccullochi,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,NA,NA,O
6055,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Amphiprion,percula,Amphiprion percula,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,NA,NA,O
6056,Actinopterygii (ray-finned fishes),Perciformes,Caesionidae,Caesio,striata,Caesio striata,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,NA,NA,PK
6057,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Amphiprion,rubrocinctus,Amphiprion rubrocinctus,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,NA,NA,O
6058,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Epinephelus,caninus,Epinephelus caninus,IM,NA,Mobile invertebrate feeder,NA,NA,MCAR,NA,NA,NA,NA,NA,I,NA,I,NA,P,NA,NA,NA
6059,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Chromis,hypsilepis,Chromis hypsilepis,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,NA,NA,PK
6060,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Epinephelus,cifuentesi,Epinephelus cifuentesi,FC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA
6061,Actinopterygii (ray-finned fishes),Perciformes,Caesionidae,Caesio,suevica,Caesio suevica,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,NA,NA,PK
6062,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Centropyge,acanthops,Centropyge acanthops,HD,NA,NA,NA,NA,TURF,NA,NA,NA,NA,#REF!,H,NA,NA,NA,H,NA,NA,H
6063,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Epinephelus,costae,Epinephelus costae,IM,NA,Mobile invertebrate feeder,NA,NA,MCAR,NA,NA,NA,NA,#REF!,I,NA,I,NA,P,NA,NA,P
6064,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Chromis,nitida,Chromis nitida,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,NA,NA,PK
6065,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Chromis,randalli,Chromis randalli,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,NA,NA,PK
6066,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Chromis,struhsakeri,Chromis struhsakeri,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA
6067,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Epinephelus,exsul,Epinephelus exsul,FC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA
6068,Actinopterygii (ray-finned fishes),Perciformes,Caesionidae,Caesio,teres,Caesio teres,PK,NA,NA,NA,NA,NA,Diurnal planktivore,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,PK,NA,PK
6069,Actinopterygii (ray-finned fishes),Perciformes,Plesiopidae,Belonepterygion,fasciolatum,Belonepterygion fasciolatum,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
6070,Actinopterygii (ray-finned fishes),Perciformes,Acanthuridae,Prionurus,scalprum,Prionurus scalprum,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,H,NA,NA,NA,NA,NA,NA,H
6071,Actinopterygii (ray-finned fishes),Scorpaeniformes,Aploactinidae,Erisphex,pottii,Erisphex pottii,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
6072,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Apogon,carinatus,Apogon carinatus,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA
6073,Actinopterygii (ray-finned fishes),Perciformes,Caesionidae,Caesio,varilineata,Caesio varilineata,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,NA,NA,PK
6074,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Apogon,cookii,Apogon cookii,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA
6075,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Apogon,semilineatus,Apogon semilineatus,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA
6076,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Dascyllus,strasburgi,Dascyllus strasburgi,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,NA,NA,PK
6077,Actinopterygii (ray-finned fishes),Lophiiformes,Antennariidae,Antennarius,maculatus,Antennarius maculatus,FC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA
6078,Actinopterygii (ray-finned fishes),Perciformes,Caesionidae,Caesio,xanthonota,Caesio xanthonota,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,NA,NA,PK
6079,Actinopterygii (ray-finned fishes),Perciformes,Caesionidae,Dipterygonotus,balteatus,Dipterygonotus balteatus,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,NA,NA,PK
6080,Actinopterygii (ray-finned fishes),Perciformes,Caesionidae,Gymnocaesio,gymnoptera,Gymnocaesio gymnoptera,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,NA,NA,PK
6081,Actinopterygii (ray-finned fishes),Perciformes,Caesionidae,Pterocaesio,capricornis,Pterocaesio capricornis,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA
6082,Actinopterygii (ray-finned fishes),Perciformes,Caesionidae,Pterocaesio,chrysozona,Pterocaesio chrysozona,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,NA,NA,PK
6083,Actinopterygii (ray-finned fishes),Perciformes,Caesionidae,Pterocaesio,digramma,Pterocaesio digramma,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,NA,NA,PK
6084,Actinopterygii (ray-finned fishes),Perciformes,Caesionidae,Pterocaesio,lativittata,Pterocaesio lativittata,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA
6085,Actinopterygii (ray-finned fishes),Perciformes,Caesionidae,Pterocaesio,marri,Pterocaesio marri,PK,NA,NA,NA,NA,NA,Diurnal planktivore,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,PK,NA,PK
6086,Actinopterygii (ray-finned fishes),Perciformes,Caesionidae,Pterocaesio,pisang,Pterocaesio pisang,PK,NA,Planktivore,NA,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,PK,NA,NA,NA,NA,PK
6087,Actinopterygii (ray-finned fishes),Perciformes,Caesionidae,Pterocaesio,randalli,Pterocaesio randalli,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,NA,NA,PK
6088,Actinopterygii (ray-finned fishes),Perciformes,Caesionidae,Pterocaesio,tessellata,Pterocaesio tessellata,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,NA,NA,PK
6089,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Mycteroperca,acutirostris,Mycteroperca acutirostris,FC,NA,NA,NA,NA,PISC,NA,NA,Ca,NA,NA,P,NA,NA,NA,P,NA,NA,NA
6090,Actinopterygii (ray-finned fishes),Perciformes,Caesionidae,Pterocaesio,tile,Pterocaesio tile,PK,NA,NA,NA,NA,NA,Diurnal planktivore,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,PK,NA,PK
6091,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Mycteroperca,fusca,Mycteroperca fusca,FC,NA,NA,NA,NA,PISC,NA,NA,NA,NA,#REF!,P,NA,NA,NA,P,NA,NA,P
6092,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Mycteroperca,prionura,Mycteroperca prionura,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
6093,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Mycteroperca,rosacea,Mycteroperca rosacea,IM,NA,Mobile invertebrate feeder,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,I,NA,NA,NA,NA,P
6094,Actinopterygii (ray-finned fishes),Perciformes,Acanthuridae,Acanthurus,bahianus,Acanthurus bahianus,HD,NA,Herbivore-detritivore,NA,NA,NA,NA,Herbivores,Hb,V,#REF!,H,NA,H,NA,NA,NA,H,H
6095,Actinopterygii (ray-finned fishes),Perciformes,Acanthuridae,Acanthurus,chirurgus,Acanthurus chirurgus,HD,NA,Herbivore-detritivore,NA,NA,NA,NA,Herbivores,Hb,NA,#REF!,H,NA,H,NA,NA,NA,H,H
6096,Actinopterygii (ray-finned fishes),Perciformes,Acanthuridae,Acanthurus,coeruleus,Acanthurus coeruleus,HD,NA,Herbivore-detritivore,NA,NA,NA,NA,Herbivores,Hb,NA,#REF!,H,NA,H,NA,NA,NA,H,H
6097,Actinopterygii (ray-finned fishes),Siluriformes,Ariidae,Ariopsis,felis,Ariopsis felis,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
6098,Actinopterygii (ray-finned fishes),Scorpaeniformes,Platycephalidae,Platycephalus,indicus,Platycephalus indicus,FC,NA,NA,NA,NA,MCAR,NA,NA,NA,NA,NA,P,NA,NA,NA,P,NA,NA,NA
6099,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Epinephelus,niphobles,Epinephelus niphobles,FC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA
6100,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Abudefduf,whitleyi,Abudefduf whitleyi,PK,NA,NA,Plankton,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,NA,PK,NA,NA,NA,PK
6101,Actinopterygii (ray-finned fishes),Syngnathiformes,Aulostomidae,Aulostomus,maculatus,Aulostomus maculatus,FC,NA,NA,NA,NA,PISC,NA,Piscivore-Invertivore,NA,NA,#REF!,P,NA,NA,NA,P,NA,P,P
6102,Actinopterygii (ray-finned fishes),Beloniformes,Hemiramphidae,Zenarchopterus,dispar,Zenarchopterus dispar,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA
6103,Actinopterygii (ray-finned fishes),Tetraodontiformes,Balistidae,Melichthys,niger,Melichthys niger,PK,NA,Omnivore,NA,NA,OMNI,Pelagic omnivore,NA,NA,NA,#REF!,PK,NA,O,NA,O,O,NA,PK
6104,Actinopterygii (ray-finned fishes),Batrachoidiformes,Batrachoididae,Amphichthys,cryptocentrus,Amphichthys cryptocentrus,IM,NA,NA,NA,NA,MINV,NA,NA,NA,NA,#REF!,I,NA,NA,NA,I,NA,NA,I
6105,Actinopterygii (ray-finned fishes),Perciformes,Scombridae,Euthynnus,alletteratus,Euthynnus alletteratus,FC,NA,Fish-cephalopod feeder,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,NA
6106,Actinopterygii (ray-finned fishes),Batrachoidiformes,Batrachoididae,Sanopus,barbatus,Sanopus barbatus,IM,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,I,NA,NA,NA,I,NA,NA,NA
6107,Actinopterygii (ray-finned fishes),Batrachoidiformes,Batrachoididae,Thalassophryne,maculosa,Thalassophryne maculosa,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
6108,Actinopterygii (ray-finned fishes),Beloniformes,Belonidae,Ablennes,hians,Ablennes hians,FC,NA,Fish-cephalopod feeder,NA,NA,NA,NA,NA,NA,NA,#REF!,P,NA,P,NA,NA,NA,NA,P
6109,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Amblypomacentrus,breviceps,Amblypomacentrus breviceps,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA
6110,Actinopterygii (ray-finned fishes),Beloniformes,Belonidae,Platybelone,argalus argalus,Platybelone argalus,FC,NA,NA,NA,NA,NA,Nocturnal piscivore,NA,NA,NA,NA,P,NA,NA,NA,NA,P,NA,NA
6111,Actinopterygii (ray-finned fishes),Beloniformes,Belonidae,Strongylura,marina,Strongylura marina,FC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA
6112,Actinopterygii (ray-finned fishes),Beloniformes,Belonidae,Tylosurus,acus acus,Tylosurus acus,FC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA
6113,Actinopterygii (ray-finned fishes),Beloniformes,Belonidae,Tylosurus,crocodilus crocodilus,Tylosurus crocodilus,FC,NA,NA,NA,NA,NA,Nocturnal piscivore,NA,NA,F,#REF!,P,NA,NA,NA,NA,P,NA,P
6114,Actinopterygii (ray-finned fishes),Pleuronectiformes,Bothidae,Bothus,lunatus,Bothus lunatus,FC,NA,NA,NA,NA,SAND,NA,Piscivore-Invertivore,NA,NA,NA,P,NA,NA,NA,I,NA,P,NA
6115,Actinopterygii (ray-finned fishes),Perciformes,Carangidae,Alectis,ciliaris,Alectis ciliaris,FC,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,P,NA,NA,NA,NA,NA,NA,P
6116,Actinopterygii (ray-finned fishes),Syngnathiformes,Syngnathidae,Enneacampus,ansorgii,Enneacampus ansorgii,IM,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,I,NA,NA,NA,I,NA,NA,NA
6117,Actinopterygii (ray-finned fishes),Syngnathiformes,Syngnathidae,Microphis,brachyurus aculeatus,Microphis brachyurus aculeatus,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
6118,Actinopterygii (ray-finned fishes),Perciformes,Priacanthidae,Priacanthus,alalaua,Priacanthus alalaua,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
6119,Actinopterygii (ray-finned fishes),Perciformes,Priacanthidae,Priacanthus,blochii,Priacanthus blochii,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,P
6120,Actinopterygii (ray-finned fishes),Perciformes,Kuhliidae,Kuhlia,caudavittata,Kuhlia caudavittata,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
6121,Actinopterygii (ray-finned fishes),Perciformes,Gerreidae,Gerres,nigri,Gerres nigri,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
6122,Actinopterygii (ray-finned fishes),Perciformes,Haemulidae,Plectorhinchus,macrolepis,Plectorhinchus macrolepis,IM,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,I,NA,NA,NA,I,NA,NA,NA
6123,Actinopterygii (ray-finned fishes),Perciformes,Priacanthidae,Priacanthus,nasca,Priacanthus nasca,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
6124,Actinopterygii (ray-finned fishes),Perciformes,Haemulidae,Pomadasys,perotaei,Pomadasys perotaei,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
6125,Actinopterygii (ray-finned fishes),Perciformes,Priacanthidae,Priacanthus,prolixus,Priacanthus prolixus,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
6126,Actinopterygii (ray-finned fishes),Perciformes,Priacanthidae,Priacanthus,sagittarius,Priacanthus sagittarius,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
6127,Actinopterygii (ray-finned fishes),Perciformes,Priacanthidae,Priacanthus,zaiserae,Priacanthus zaiserae,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
6128,Actinopterygii (ray-finned fishes),Perciformes,Blenniidae,Hypleurochilus,langi,Hypleurochilus langi,OM,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,O,NA,NA,NA,I,NA,NA,NA
6129,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Bathygobius,casamancus,Bathygobius casamancus,IM,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,I,NA,NA,NA,I,NA,NA,NA
6130,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Caffrogobius,caffer,Caffrogobius caffer,OM,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,O,NA,NA,NA,I,NA,NA,NA
6131,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Caffrogobius,gilchristi,Caffrogobius gilchristi,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA
6132,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Caffrogobius,nudiceps,Caffrogobius nudiceps,OM,NA,NA,NA,NA,MINV,NA,NA,NA,NA,#REF!,O,NA,NA,NA,I,NA,NA,I
6133,Actinopterygii (ray-finned fishes),Perciformes,Carangidae,Decapterus,punctatus,Decapterus punctatus,PK,NA,Planktivore,NA,NA,PISC,NA,NA,NA,NA,#REF!,PK,NA,PK,NA,P,NA,NA,P
6134,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Favonigobius,reichei,Favonigobius reichei,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA
6135,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Gnatholepis,cauerensis cauerensis,Gnatholepis cauerensis,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,O,NA,NA,NA,NA,NA,NA,O
6136,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Gobiodon,rivulatus,Gobiodon rivulatus,IS,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,H
6137,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Gobioides,africanus,Gobioides africanus,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
6138,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Gobioides,sagitta,Gobioides sagitta,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
6139,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Gobionellus,occidentalis,Gobionellus occidentalis,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
6140,Actinopterygii (ray-finned fishes),Perciformes,Kraemeriidae,Kraemeria,samoensis,Kraemeria samoensis,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA
6141,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Mauligobius,maderensis,Mauligobius maderensis,IM,NA,NA,NA,NA,MINV,NA,NA,NA,NA,#REF!,I,NA,NA,NA,I,NA,NA,I
6142,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Mauligobius,nigri,Mauligobius nigri,IM,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,I,NA,NA,NA,I,NA,NA,NA
6143,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Nematogobius,ansorgii,Nematogobius ansorgii,IM,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,I,NA,NA,NA,I,NA,NA,NA
6144,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Nematogobius,maindroni,Nematogobius maindroni,IM,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,I,NA,NA,NA,I,NA,NA,NA
6145,Actinopterygii (ray-finned fishes),Perciformes,Carangidae,Naucrates,ductor,Naucrates ductor,FC,NA,Fish-cephalopod feeder,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,NA
6146,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Dischistodus,fasciatus,Dischistodus fasciatus,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA
