ID,Class,Order,Family,Genus,Species,Genus_and_species_,Genus_and_species,Gaspar,Mouillot,Nick_WIO,Morais,Brandl,Nick_Pacific,Halpern,Yeager,Newman,Rangel,Nagelkerken,RLS,Siquiera,Andradi-Brown,Wyatt,Honorio,Clark,Harvey,Ilarri,Mendes,Parrish,Pastro,Rodríguez-Zaragoza,Alvarez-Filip,Bertoncini,Chaves,Johnson,Kattan,Leal,Paula,Pereira,Ramos,Rosa,Williams,Unsworth
651,Actinopterygii (ray-finned fishes),Syngnathiformes,Syngnathidae,Choeroichthys,cinctus,Choeroichthys_cinctus,Choeroichthys cinctus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Hypoplectrus,chlorurus,Hypoplectrus_chlorurus,Hypoplectrus chlorurus,IM,,NA,NA,NA,NA,MINV,NA,NA,NA,NA,Benthic invertivore,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
653,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Hypoplectrus,indigo,Hypoplectrus_indigo,Hypoplectrus indigo,IM,,NA,NA,NA,NA,MINV,NA,Piscivore-Invertivore,NA,NA,Benthic invertivore,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
654,Actinopterygii (ray-finned fishes),Scorpaeniformes,Scorpaenidae,Scorpaenopsis,barbata,Scorpaenopsis_barbata,Scorpaenopsis barbata,FC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
655,Actinopterygii (ray-finned fishes),Tetraodontiformes,Tetraodontidae,Canthigaster,smithae,Canthigaster_smithae,Canthigaster smithae,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Omnivore,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
656,Actinopterygii (ray-finned fishes),Tetraodontiformes,Tetraodontidae,Canthigaster,callisterna,Canthigaster_callisterna,Canthigaster callisterna,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Omnivore,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
657,Actinopterygii (ray-finned fishes),Syngnathiformes,Syngnathidae,Dunckerocampus,baldwini,Dunckerocampus_baldwini,Doryrhamphus baldwini,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
658,Actinopterygii (ray-finned fishes),Perciformes,Ptereleotridae,Ptereleotris,helenae,Ptereleotris_helenae,Ptereleotris helenae,PK,,NA,NA,NA,NA,DPLA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,Actinopterygii (ray-finned fishes),Syngnathiformes,Syngnathidae,Halicampus,boothae,Halicampus_boothae,Halicampus boothae,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Pseudanthias,taeniatus,Pseudanthias_taeniatus,Pseudanthias taeniatus,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Higher carnivore,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
661,Actinopterygii (ray-finned fishes),Tetraodontiformes,Tetraodontidae,Canthigaster,margaritata,Canthigaster_margaritata,Canthigaster margaritata,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Oxycheilinus,mentalis,Oxycheilinus_mentalis,Oxycheilinus mentalis,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
663,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Cheilinus,lunulatus,Cheilinus_lunulatus,Cheilinus lunulatus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
664,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Cirrhilabrus,rubriventralis,Cirrhilabrus_rubriventralis,Cirrhilabrus rubriventralis,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
665,Actinopterygii (ray-finned fishes),Perciformes,Acanthuridae,Acanthurus,tristis,Acanthurus_tristis,Acanthurus tristis,HD,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Browsing herbivore,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Stethojulis,maculata,Stethojulis_maculata,Stethojulis maculata,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
667,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Vanderhorstia,ornatissima,Vanderhorstia_ornatissima,Vanderhorstia ornatissima,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
668,Actinopterygii (ray-finned fishes),Ophidiiformes,Carapidae,Onuxodon,fowleri,Onuxodon_fowleri,Onuxodon fowleri,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
669,Actinopterygii (ray-finned fishes),Perciformes,Blenniidae,Plagiotremus,phenax,Plagiotremus_phenax,Plagiotremus phenax,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cleaner,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
670,Actinopterygii (ray-finned fishes),Perciformes,Blenniidae,Plagiotremus,townsendi,Plagiotremus_townsendi,Plagiotremus townsendi,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
671,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Halichoeres,binotopsis,Halichoeres_binotopsis,Halichoeres binotopsis,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
672,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Halichoeres,iridis,Halichoeres_iridis,Halichoeres iridis,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
673,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Coris,sandeyeri,Coris_sandeyeri,Coris sandeyeri,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Notolabrus,inscriptus,Notolabrus_inscriptus,Notolabrus inscriptus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
675,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Pseudolabrus,japonicus,Pseudolabrus_japonicus,Pseudolabrus japonicus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
676,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Pseudolabrus,luculentus,Pseudolabrus_luculentus,Pseudolabrus luculentus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
677,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Plectranthias,fourmanoiri,Plectranthias_fourmanoiri,Plectranthias fourmanoiri,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Plectranthias,gardineri,Plectranthias_gardineri,Plectranthias gardineri,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Plectranthias,winniensis,Plectranthias_winniensis,Plectranthias winniensis,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Periophthalmus,barbarus,Periophthalmus_barbarus,Periophthalmus barbarus,IM,,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
681,Actinopterygii (ray-finned fishes),Lophiiformes,Antennariidae,Antennarius,senegalensis,Antennarius_senegalensis,Antennarius senegalensis,FC,,NA,NA,NA,NA,PISC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
682,Actinopterygii (ray-finned fishes),Perciformes,Mullidae,Upeneus,francisi,Upeneus_francisi,Upeneus francisi,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Actinopterygii (ray-finned fishes),Anguilliformes,Muraenidae,Gymnothorax,annasona,Gymnothorax_annasona,Gymnothorax annasona,FC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
684,Actinopterygii (ray-finned fishes),Anguilliformes,Muraenidae,Gymnothorax,nubilus,Gymnothorax_nubilus,Gymnothorax nubilus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
685,Actinopterygii (ray-finned fishes),Mugiliformes,Mugilidae,Myxus,elongatus,Myxus_elongatus,Myxus elongatus,OM,,NA,Omnivore,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Priolepis,boreus,Priolepis_boreus,Priolepis boreus,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,Actinopterygii (ray-finned fishes),Tetraodontiformes,Ostraciidae,Ostracion,immaculatus,Ostracion_immaculatus,Ostracion immaculatus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,Actinopterygii (ray-finned fishes),Scorpaeniformes,Platycephalidae,Cymbacephalus,beauforti,Cymbacephalus_beauforti,Cymbacephalus beauforti,FC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Higher carnivore,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
689,Actinopterygii (ray-finned fishes),Perciformes,Plesiopidae,Assessor,macneilli,Assessor_macneilli,Assessor macneilli,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
690,Actinopterygii (ray-finned fishes),Tetraodontiformes,Tetraodontidae,Canthigaster,tyleri,Canthigaster_tyleri,Canthigaster tyleri,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
691,Actinopterygii (ray-finned fishes),Perciformes,Malacanthidae,Hoplolatilus,luteus,Hoplolatilus_luteus,Hoplolatilus luteus,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
692,Actinopterygii (ray-finned fishes),Perciformes,Scaridae,Scarus,obishime,Scarus_obishime,Scarus obishime,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
693,Actinopterygii (ray-finned fishes),Perciformes,Malacanthidae,Hoplolatilus,fourmanoiri,Hoplolatilus_fourmanoiri,Hoplolatilus fourmanoiri,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,Actinopterygii (ray-finned fishes),Perciformes,Scaridae,Chlorurus,strongylocephalus,Chlorurus_strongylocephalus,Chlorurus strongylocephalus,OM,,Herbivore Excavator,NA,NA,NA,NA,NA,NA,NA,NA,Excavator,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
695,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Fusigobius,longispinus,Fusigobius_longispinus,Fusigobius longispinus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
696,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Haletta,semifasciata,Haletta_semifasciata,Haletta semifasciata,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Omnivore,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
697,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Odax,acroptilus,Odax_acroptilus,Odax acroptilus,HM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
698,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Odax,cyanomelas,Odax_cyanomelas,Odax cyanomelas,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
699,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Siphonognathus,argyrophanes,Siphonognathus_argyrophanes,Siphonognathus argyrophanes,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Omnivore,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
700,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Siphonognathus,attenuatus,Siphonognathus_attenuatus,Siphonognathus attenuatus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Omnivore,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
701,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Siphonognathus,beddomei,Siphonognathus_beddomei,Siphonognathus beddomei,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Omnivore,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Siphonognathus,caninis,Siphonognathus_caninis,Siphonognathus caninis,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Omnivore,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Siphonognathus,radiatus,Siphonognathus_radiatus,Siphonognathus radiatus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Omnivore,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
704,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Liopropoma,swalesi,Liopropoma_swalesi,Liopropoma swalesi,FC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
705,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Liopropoma,maculatum,Liopropoma_maculatum,Liopropoma maculatum,FC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Liopropoma,japonicum,Liopropoma_japonicum,Liopropoma japonicum,FC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
707,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Liopropoma,latifasciatum,Liopropoma_latifasciatum,Liopropoma latifasciatum,FC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Liopropoma,aurora,Liopropoma_aurora,Liopropoma aurora,FC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
709,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Semicossyphus,darwini,Semicossyphus_darwini,Semicossyphus darwini,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
710,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Paralabrax,albomaculatus,Paralabrax_albomaculatus,Paralabrax albomaculatus,FC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Higher carnivore,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Liopropoma,lunulatum,Liopropoma_lunulatum,Liopropoma lunulatum,FC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Liopropoma,lemniscatum,Liopropoma_lemniscatum,Liopropoma lemniscatum,FC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713,Actinopterygii (ray-finned fishes),Tetraodontiformes,Diodontidae,Diodon,nicthemerus,Diodon_nicthemerus,Diodon nicthemerus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Liopropoma,africanum,Liopropoma_africanum,Liopropoma africanum,FC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Liopropoma,flavidum,Liopropoma_flavidum,Liopropoma flavidum,FC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Liopropoma,tonstrinum,Liopropoma_tonstrinum,Liopropoma tonstrinum,FC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Luzonichthys,microlepis,Luzonichthys_microlepis,Luzonichthys microlepis,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Luzonichthys,taeniatus,Luzonichthys_taeniatus,Luzonichthys taeniatus,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
719,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Luzonichthys,whitleyi,Luzonichthys_whitleyi,Luzonichthys whitleyi,PK,,NA,NA,NA,NA,NA,Diurnal planktivore,NA,NA,NA,Benthic invertivore,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
720,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Luzonichthys,williamsi,Luzonichthys_williamsi,Luzonichthys williamsi,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
721,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Cheilodipterus,alleni,Cheilodipterus_alleni,Cheilodipterus alleni,FC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
722,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Cheilodipterus,intermedius,Cheilodipterus_intermedius,Cheilodipterus intermedius,FC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Planktivore,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
723,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Cheilodipterus,nigrotaeniatus,Cheilodipterus_nigrotaeniatus,Cheilodipterus nigrotaeniatus,FC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Planktivore,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
724,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Cheilodipterus,parazonatus,Cheilodipterus_parazonatus,Cheilodipterus parazonatus,FC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
725,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Cheilodipterus,persicus,Cheilodipterus_persicus,Cheilodipterus persicus,FC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
726,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Cheilodipterus,pygmaios,Cheilodipterus_pygmaios,Cheilodipterus pygmaios,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
727,Actinopterygii (ray-finned fishes),Anguilliformes,Moringuidae,Moringua,ferruginea,Moringua_ferruginea,Moringua ferruginea,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
728,Actinopterygii (ray-finned fishes),Anguilliformes,Ophichthidae,Apterichtus,klazingai,Apterichtus_klazingai,Apterichtus klazingai,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
